Category;Fuel;Segment;Annee;Euro.Standard;Technology;Part;RedNOxEuro6;M_carros;M_moteur_ICE;M_moteur_Elec;M_batterie;DV_veh;DV_batterie
Passenger Cars;Diesel;Large;2016;Euro 6b;DPF;0;0,18;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2016;Euro 6b;DPF+SCR;0;0,18;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2016;Euro 6b;LNT+DPF;0;0,18;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2017;Euro 6b;DPF;0;0,18;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2017;Euro 6b;DPF+SCR;0;0,18;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2017;Euro 6b;LNT+DPF;0;0,18;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2018;Euro 6c;DPF;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2018;Euro 6c;DPF+SCR;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2018;Euro 6c;LNT+DPF;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2019;Euro 6c;DPF;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2019;Euro 6c;DPF+SCR;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2019;Euro 6c;LNT+DPF;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2020;Euro 6c;DPF;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2020;Euro 6c;DPF+SCR;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2020;Euro 6c;LNT+DPF;0;0,37;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2021;Euro 6d;DPF;0;0,69;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2021;Euro 6d;DPF+SCR;0;0,69;1120;480;0;0;150000;100000
Passenger Cars;Diesel;Large;2021;Euro 6d;LNT+DPF;0;0,69;1120;480;0;0;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1993;Euro 1;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1994;Euro 1;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1995;Euro 1;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1996;Euro 1;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1997;Euro 2;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1998;Euro 2;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;1999;Euro 2;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2000;Euro 2;;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2001;Euro 3;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2001;Euro 3;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2002;Euro 3;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2002;Euro 3;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2003;Euro 3;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2003;Euro 3;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2004;Euro 3;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2004;Euro 3;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2005;Euro 3;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2005;Euro 3;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2006;Euro 4;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2006;Euro 4;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2007;Euro 4;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2007;Euro 4;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2008;Euro 4;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2008;Euro 4;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2009;Euro 4;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2009;Euro 4;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2010;Euro 4;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2010;Euro 4;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2011;Euro 5;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2011;Euro 5;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2012;Euro 5;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2012;Euro 5;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2013;Euro 5;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2013;Euro 5;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2014;Euro 5;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2014;Euro 5;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2015;Euro 6b;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2015;Euro 6b;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2015;Euro 6b;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2016;Euro 6b;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2016;Euro 6b;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2016;Euro 6b;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2017;Euro 6b;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2017;Euro 6b;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2017;Euro 6b;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2018;Euro 6c;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2018;Euro 6c;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2018;Euro 6c;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2019;Euro 6c;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2019;Euro 6c;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2019;Euro 6c;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2020;Euro 6c;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2020;Euro 6c;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2020;Euro 6c;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2021;Euro 6d;GDI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2021;Euro 6d;PFI;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Mini;2021;Euro 6d;GDI+GPF;0;0;700;300;120;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1993;Euro 1;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1994;Euro 1;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1995;Euro 1;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1996;Euro 1;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1997;Euro 2;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1998;Euro 2;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;1999;Euro 2;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2000;Euro 2;;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2001;Euro 3;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2001;Euro 3;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2002;Euro 3;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2002;Euro 3;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2003;Euro 3;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2003;Euro 3;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2004;Euro 3;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2004;Euro 3;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2005;Euro 3;GDI;0,0002;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2005;Euro 3;PFI;0,0002;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2006;Euro 4;GDI;0,0001;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2006;Euro 4;PFI;0,0001;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2007;Euro 4;GDI;0,0002;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2007;Euro 4;PFI;0,0002;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2008;Euro 4;GDI;0,0004;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2008;Euro 4;PFI;0,0004;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2009;Euro 4;GDI;0,0002;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2009;Euro 4;PFI;0,0002;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2010;Euro 4;GDI;0,0004;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2010;Euro 4;PFI;0,0004;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2011;Euro 5;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2011;Euro 5;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2012;Euro 5;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2012;Euro 5;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2013;Euro 5;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2013;Euro 5;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2014;Euro 5;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2014;Euro 5;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2015;Euro 6b;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2015;Euro 6b;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2015;Euro 6b;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2016;Euro 6b;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2016;Euro 6b;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2016;Euro 6b;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2017;Euro 6b;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2017;Euro 6b;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2017;Euro 6b;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2018;Euro 6c;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2018;Euro 6c;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2018;Euro 6c;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2019;Euro 6c;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2019;Euro 6c;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2019;Euro 6c;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2020;Euro 6c;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2020;Euro 6c;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2020;Euro 6c;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2021;Euro 6d;GDI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2021;Euro 6d;PFI;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Small;2021;Euro 6d;GDI+GPF;0;0;840;360;144;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1993;Euro 1;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1994;Euro 1;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1995;Euro 1;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1996;Euro 1;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1997;Euro 2;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1998;Euro 2;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;1999;Euro 2;;0,0001;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2000;Euro 2;;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2001;Euro 3;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2001;Euro 3;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2002;Euro 3;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2002;Euro 3;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2003;Euro 3;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2003;Euro 3;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2004;Euro 3;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2004;Euro 3;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2005;Euro 3;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2005;Euro 3;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2006;Euro 4;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2006;Euro 4;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2007;Euro 4;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2007;Euro 4;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2008;Euro 4;GDI;0,0001;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2008;Euro 4;PFI;0,0001;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2009;Euro 4;GDI;0,0001;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2009;Euro 4;PFI;0,0001;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2010;Euro 4;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2010;Euro 4;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2011;Euro 5;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2011;Euro 5;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2012;Euro 5;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2012;Euro 5;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2013;Euro 5;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2013;Euro 5;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2014;Euro 5;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2014;Euro 5;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2015;Euro 6b;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2015;Euro 6b;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2015;Euro 6b;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2016;Euro 6b;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2016;Euro 6b;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2016;Euro 6b;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2017;Euro 6b;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2017;Euro 6b;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2017;Euro 6b;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2018;Euro 6c;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2018;Euro 6c;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2018;Euro 6c;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2019;Euro 6c;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2019;Euro 6c;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2019;Euro 6c;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2020;Euro 6c;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2020;Euro 6c;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2020;Euro 6c;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2021;Euro 6d;GDI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2021;Euro 6d;PFI;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Medium;2021;Euro 6d;GDI+GPF;0;0;980;420;168;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1993;Euro 1;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1994;Euro 1;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1995;Euro 1;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1996;Euro 1;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1997;Euro 2;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1998;Euro 2;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;1999;Euro 2;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2000;Euro 2;;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2001;Euro 3;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2001;Euro 3;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2002;Euro 3;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2002;Euro 3;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2003;Euro 3;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2003;Euro 3;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2004;Euro 3;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2004;Euro 3;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2005;Euro 3;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2005;Euro 3;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2006;Euro 4;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2006;Euro 4;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2007;Euro 4;GDI;0,0001;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2007;Euro 4;PFI;0,0001;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2008;Euro 4;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2008;Euro 4;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2009;Euro 4;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2009;Euro 4;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2010;Euro 4;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2010;Euro 4;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2011;Euro 5;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2011;Euro 5;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2012;Euro 5;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2012;Euro 5;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2013;Euro 5;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2013;Euro 5;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2014;Euro 5;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2014;Euro 5;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2015;Euro 6b;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2015;Euro 6b;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2015;Euro 6b;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2016;Euro 6b;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2016;Euro 6b;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2016;Euro 6b;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2017;Euro 6b;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2017;Euro 6b;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2017;Euro 6b;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2018;Euro 6c;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2018;Euro 6c;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2018;Euro 6c;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2019;Euro 6c;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2019;Euro 6c;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2019;Euro 6c;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2020;Euro 6c;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2020;Euro 6c;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2020;Euro 6c;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2021;Euro 6d;GDI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2021;Euro 6d;PFI;0;0;1120;480;192;80;150000;100000
Passenger Cars;Petrol Hybrid;Large;2021;Euro 6d;GDI+GPF;0;0;1120;480;192;80;150000;100000
Passenger Cars;LPG;Mini;1993;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;1994;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;1995;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;1996;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;1997;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;1998;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;1999;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2000;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2001;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2002;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2003;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2004;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2005;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2006;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2007;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2008;Euro 4;;0,0004;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2009;Euro 4;;0;0;700;300;0;0;150000;100000
